Date,Open,High,Low,Close,,,,,,,,,,,,,,,,,,,,
10/02/2018,950.25,955,949.75,955,,,,,,,,,,,,,,,,,,,,
10/03/2018,953.5,956.5,952.75,953.75,,,,,,,,,,,,,,,,,,,,
10/04/2018,952,957,951.75,952,,,,,,,,,,,,,,,,,,,,
10/05/2018,959.5,961,947.25,961,,,,,,,,,,,,,,,,,,,,
10/08/2018,960.75,961.75,955.5,959.25,,,,,,,,,,,,,,,,,,,,
10/09/2018,956.25,956.25,952.75,955.5,,,,,,,,,,,,,,,,,,,,
10/10/2018,944.75,944.75,940.75,944,,,,,,,,,,,,,,,,,,,,
10/11/2018,942.75,950.5,940,950.5,,,,,,,,,,,,,,,,,,,,
10/12/2018,955.5,957.5,955.25,957.5,,,,,,,,,,,,,,,,,,,,
10/15/2018,957.75,975.5,957.75,975.5,,,,,,,,,,,,,,,,,,,,
10/16/2018,970.25,970.25,968.25,970.25,,,,,,,,,,,,,,,,,,,,
10/17/2018,969,972,968.5,969,,,,,,,,,,,,,,,,,,,,
10/18/2018,950.5,950.5,950.5,950.5,,,,,,,,,,,,,,,,,,,,
10/19/2018,945.5,947.75,943.25,943.25,,,,,,,,,,,,,,,,,,,,
10/22/2018,948,948,944.75,944.75,,,,,,,,,,,,,,,,,,,,
10/23/2018,943.25,948.5,940.5,944.5,,,,,,,,,,,,,,,,,,,,
10/24/2018,943.25,943.25,941.5,941.75,,,,,,,,,,,,,,,,,,,,
10/25/2018,936.25,938,931.75,933.5,,,,,,,,,,,,,,,,,,,,
10/26/2018,939.25,940,936,936,,,,,,,,,,,,,,,,,,,,
10/29/2018,943.25,943.25,930.5,932,,,,,,,,,,,,,,,,,,,,
10/30/2018,927,933.25,926.75,927,,,,,,,,,,,,,,,,,,,,
10/31/2018,930.75,932,925,930.75,,,,,,,,,,,,,,,,,,,,
11/01/2018,957.5,959.75,929.75,955.5,,,,,,,,,,,,,,,,,,,,
11/02/2018,956.5,964.5,952,957,,,,,,,,,,,,,,,,,,,,
11/05/2018,959,963.75,954,959,,,,,,,,,,,,,,,,,,,,
11/06/2018,958.75,959.5,954.25,958.75,,,,,,,,,,,,,,,,,,,,
11/07/2018,954.75,954.75,953.5,954.75,,,,,,,,,,,,,,,,,,,,
11/08/2018,946.75,956.5,942.5,956.5,,,,,,,,,,,,,,,,,,,,
11/09/2018,961.25,961.5,954,961.25,,,,,,,,,,,,,,,,,,,,
11/12/2018,960.5,960.5,957,960.5,,,,,,,,,,,,,,,,,,,,
11/13/2018,956.5,962.5,956,956.75,,,,,,,,,,,,,,,,,,,,
11/14/2018,961,964,961,963.5,,,,,,,,,,,,,,,,,,,,
11/15/2018,963.25,970.25,960.5,963.25,,,,,,,,,,,,,,,,,,,,
11/16/2018,965,966.75,957.5,963.25,,,,,,,,,,,,,,,,,,,,
11/19/2018,949,950,947.75,949.25,,,,,,,,,,,,,,,,,,,,
11/20/2018,952.25,960,952.25,956.75,,,,,,,,,,,,,,,,,,,,
11/21/2018,958,963.5,954,958,,,,,,,,,,,,,,,,,,,,
11/23/2018,956.75,958.75,955.5,958,,,,,,,,,,,,,,,,,,,,
11/26/2018,943.5,944,939.75,944,,,,,,,,,,,,,,,,,,,,
11/27/2018,954.5,957.5,954.5,954.5,,,,,,,,,,,,,,,,,,,,
11/28/2018,963.75,967.75,963.75,963.75,,,,,,,,,,,,,,,,,,,,
11/29/2018,959,966,958.25,958.75,,,,,,,,,,,,,,,,,,,,
11/30/2018,964,966,964,964,,,,,,,,,,,,,,,,,,,,
12/03/2018,978.5,981.75,973.5,974.5,,,,,,,,,,,,,,,,,,,,
12/04/2018,975.5,979,973.5,978.25,,,,,,,,,,,,,,,,,,,,
12/05/2018,979,980,979,979,,,,,,,,,,,,,,,,,,,,
12/06/2018,970.25,979.5,968.25,978,,,,,,,,,,,,,,,,,,,,
12/07/2018,984.25,984.25,984.25,984.25,,,,,,,,,,,,,,,,,,,,
12/10/2018,981,981,979,981,,,,,,,,,,,,,,,,,,,,
12/11/2018,984.75,985.25,984.75,984.75,,,,,,,,,,,,,,,,,,,,
12/12/2018,991,992,983,987.75,,,,,,,,,,,,,,,,,,,,
12/13/2018,985.5,985.5,977.25,978.25,,,,,,,,,,,,,,,,,,,,
12/14/2018,973.5,979.75,972.75,973.75,,,,,,,,,,,,,,,,,,,,
12/17/2018,976.5,979.25,976.5,976.5,,,,,,,,,,,,,,,,,,,,
12/18/2018,979.75,982.75,979,979.25,,,,,,,,,,,,,,,,,,,,
12/19/2018,975.25,975.25,972.25,973.25,,,,,,,,,,,,,,,,,,,,
12/20/2018,969.5,974.25,966.75,966.75,,,,,,,,,,,,,,,,,,,,
12/21/2018,963,963,960.75,961.75,,,,,,,,,,,,,,,,,,,,
12/24/2018,962.5,963.25,960.25,962.5,,,,,,,,,,,,,,,,,,,,
12/26/2018,954.75,963,951.5,951.5,,,,,,,,,,,,,,,,,,,,
12/27/2018,952.25,956.25,950.75,952.25,,,,,,,,,,,,,,,,,,,,
12/28/2018,964.25,965.75,962,962,,,,,,,,,,,,,,,,,,,,
12/31/2018,961.75,963.25,959,961.75,,,,,,,,,,,,,,,,,,,,
01/02/2019,970,972,970,970,,,,,,,,,,,,,,,,,,,,
01/03/2019,973,973,973,973,,,,,,,,,,,,,,,,,,,,
01/04/2019,975,981,975,980.75,,,,,,,,,,,,,,,,,,,,
01/07/2019,983.5,985.25,982.25,983.5,,,,,,,,,,,,,,,,,,,,
01/08/2019,984,985,977.25,982,,,,,,,,,,,,,,,,,,,,
01/09/2019,986.25,987.75,986,987,,,,,,,,,,,,,,,,,,,,
01/10/2019,985,985,971.75,973.25,,,,,,,,,,,,,,,,,,,,
01/11/2019,973,979,973,977.75,,,,,,,,,,,,,,,,,,,,
01/14/2019,972.25,973.25,970.75,972.75,,,,,,,,,,,,,,,,,,,,
01/15/2019,970.25,970.25,962.25,964.5,,,,,,,,,,,,,,,,,,,,
01/16/2019,962.25,968,962.25,964,,,,,,,,,,,,,,,,,,,,
01/17/2019,966.25,974,964,971.75,,,,,,,,,,,,,,,,,,,,
01/18/2019,975.75,981.25,972,979,,,,,,,,,,,,,,,,,,,,
01/22/2019,979,979.75,966,974,,,,,,,,,,,,,,,,,,,,
01/23/2019,977.5,977.75,975.25,977.75,,,,,,,,,,,,,,,,,,,,
01/24/2019,975.5,979.5,974,977.25,,,,,,,,,,,,,,,,,,,,
01/25/2019,979,983.5,975,983,,,,,,,,,,,,,,,,,,,,
01/28/2019,978.25,980.25,976.75,980.25,,,,,,,,,,,,,,,,,,,,
01/29/2019,976.25,977,976.25,977,,,,,,,,,,,,,,,,,,,,
01/30/2019,977.5,980,976.25,978.25,,,,,,,,,,,,,,,,,,,,
01/31/2019,981.25,982.25,973.75,975,,,,,,,,,,,,,,,,,,,,
02/01/2019,981.75,985,975.75,976.25,,,,,,,,,,,,,,,,,,,,
02/04/2019,975.75,979.5,975,976.5,,,,,,,,,,,,,,,,,,,,
02/05/2019,976.25,978.25,973.75,978.25,,,,,,,,,,,,,,,,,,,,
02/06/2019,979,982.75,978.5,982,,,,,,,,,,,,,,,,,,,,
02/07/2019,980.5,981,974.25,976,,,,,,,,,,,,,,,,,,,,
02/08/2019,976,978,973.5,976.25,,,,,,,,,,,,,,,,,,,,
02/11/2019,976.25,976.25,966.75,969.75,,,,,,,,,,,,,,,,,,,,
02/12/2019,974.5,982.5,972.5,980.75,,,,,,,,,,,,,,,,,,,,
02/13/2019,982,982,976.75,978.5,,,,,,,,,,,,,,,,,,,,
02/14/2019,973.75,974,967.5,968.25,,,,,,,,,,,,,,,,,,,,
02/15/2019,971.25,972.5,966.25,972,,,,,,,,,,,,,,,,,,,,
02/19/2019,972.5,974.5,961,966.5,,,,,,,,,,,,,,,,,,,,
02/20/2019,961.5,969.75,960,968.75,,,,,,,,,,,,,,,,,,,,
02/21/2019,968.5,977.75,966,974,,,,,,,,,,,,,,,,,,,,
02/22/2019,974.5,975.75,971,973.5,,,,,,,,,,,,,,,,,,,,
02/25/2019,979,981.5,973.25,974,,,,,,,,,,,,,,,,,,,,
02/26/2019,972.5,973,965,969.5,,,,,,,,,,,,,,,,,,,,
02/27/2019,969,974.5,966.25,969.25,,,,,,,,,,,,,,,,,,,,
02/28/2019,969.25,970.5,963.5,964.75,,,,,,,,,,,,,,,,,,,,
03/01/2019,970,971.5,957,966.25,,,,,,,,,,,,,,,,,,,,
03/04/2019,966.5,977.25,966.5,972,,,,,,,,,,,,,,,,,,,,
03/05/2019,968,973.75,967,971.5,,,,,,,,,,,,,,,,,,,,
03/06/2019,971.25,971.75,958.25,960.25,,,,,,,,,,,,,,,,,,,,
03/07/2019,963,964.25,955.25,956.5,,,,,,,,,,,,,,,,,,,,
03/08/2019,956.5,958,948,952,,,,,,,,,,,,,,,,,,,,
03/11/2019,952.25,954.5,947,948.5,,,,,,,,,,,,,,,,,,,,
03/12/2019,948.5,956.75,946.75,954.75,,,,,,,,,,,,,,,,,,,,
03/13/2019,952.5,959,949.75,958,,,,,,,,,,,,,,,,,,,,
03/14/2019,959,962.5,953.5,955,,,,,,,,,,,,,,,,,,,,
03/15/2019,959.75,965.25,954.75,962.5,,,,,,,,,,,,,,,,,,,,
03/18/2019,959,964,956.25,959.75,,,,,,,,,,,,,,,,,,,,
03/19/2019,961.75,962.25,956,960,,,,,,,,,,,,,,,,,,,,
03/20/2019,958.5,962.25,956.5,960.5,,,,,,,,,,,,,,,,,,,,
03/21/2019,960,966.25,959,964.25,,,,,,,,,,,,,,,,,,,,
03/22/2019,964,965,953.75,954.75,,,,,,,,,,,,,,,,,,,,
03/25/2019,955.25,958.5,952.75,957.5,,,,,,,,,,,,,,,,,,,,
03/26/2019,957.25,958,952,952.5,,,,,,,,,,,,,,,,,,,,
03/27/2019,951.25,951.5,939.75,942.5,,,,,,,,,,,,,,,,,,,,
03/28/2019,941.75,945.75,941.75,942.25,,,,,,,,,,,,,,,,,,,,
03/29/2019,944,945,937,938.25,,,,,,,,,,,,,,,,,,,,
04/01/2019,939.5,951,937.75,948,,,,,,,,,,,,,,,,,,,,
04/02/2019,952,954.5,946,954.5,,,,,,,,,,,,,,,,,,,,
04/03/2019,954.5,957,950.5,954,,,,,,,,,,,,,,,,,,,,
04/04/2019,955,961.25,952.75,960.75,,,,,,,,,,,,,,,,,,,,
04/05/2019,958.25,958.75,953.75,955.5,,,,,,,,,,,,,,,,,,,,
04/08/2019,955.5,959.5,954.25,955,,,,,,,,,,,,,,,,,,,,
04/09/2019,955,957.25,950.5,954.75,,,,,,,,,,,,,,,,,,,,
04/10/2019,954,958.5,953,957,,,,,,,,,,,,,,,,,,,,
04/11/2019,958,958,949.75,951.5,,,,,,,,,,,,,,,,,,,,
04/12/2019,952,953.5,949.75,950.5,,,,,,,,,,,,,,,,,,,,
04/15/2019,953.5,956.5,951.75,953.5,,,,,,,,,,,,,,,,,,,,
04/16/2019,950.5,950.75,943,944.75,,,,,,,,,,,,,,,,,,,,
04/17/2019,945.5,946.75,936.25,937,,,,,,,,,,,,,,,,,,,,
04/18/2019,937,939.25,935,938,,,,,,,,,,,,,,,,,,,,
04/22/2019,938,939.75,934.25,934.5,,,,,,,,,,,,,,,,,,,,
04/23/2019,936,936.25,921.75,923,,,,,,,,,,,,,,,,,,,,
04/24/2019,923.5,925,915.5,916.25,,,,,,,,,,,,,,,,,,,,
04/25/2019,916.5,923,914.75,920,,,,,,,,,,,,,,,,,,,,
04/26/2019,918.75,920,913.5,914.5,,,,,,,,,,,,,,,,,,,,
04/29/2019,916.75,919.75,907.25,907.75,,,,,,,,,,,,,,,,,,,,
04/30/2019,909,911,900.25,902.5,,,,,,,,,,,,,,,,,,,,
05/01/2019,902.5,906,893.75,901.75,,,,,,,,,,,,,,,,,,,,
05/02/2019,901,902.75,892.25,894,,,,,,,,,,,,,,,,,,,,
05/03/2019,895.75,898,892.5,894.25,,,,,,,,,,,,,,,,,,,,
05/06/2019,882.25,887.75,873.75,886,,,,,,,,,,,,,,,,,,,,
05/07/2019,885,889,882.5,884.25,,,,,,,,,,,,,,,,,,,,
05/08/2019,885.75,887.5,880,882.5,,,,,,,,,,,,,,,,,,,,
05/09/2019,882,882.25,865.25,871,,,,,,,,,,,,,,,,,,,,
05/10/2019,870.5,874.5,866.75,869.5,,,,,,,,,,,,,,,,,,,,
05/13/2019,865,867.75,854,865,,,,,,,,,,,,,,,,,,,,
05/14/2019,867.75,896,867.75,891,,,,,,,,,,,,,,,,,,,,
05/15/2019,889.5,903,886.75,892,,,,,,,,,,,,,,,,,,,,
05/16/2019,891.75,901.25,890.75,896,,,,,,,,,,,,,,,,,,,,
05/17/2019,896.5,897.25,877,878.25,,,,,,,,,,,,,,,,,,,,
05/20/2019,882.5,893,881.5,888.5,,,,,,,,,,,,,,,,,,,,
05/21/2019,894.5,898.75,875.5,878.5,,,,,,,,,,,,,,,,,,,,
05/22/2019,876.75,891.25,876.25,885,,,,,,,,,,,,,,,,,,,,
05/23/2019,885.75,890.5,876.5,880.75,,,,,,,,,,,,,,,,,,,,
05/24/2019,880,889.25,879.5,887,,,,,,,,,,,,,,,,,,,,
05/28/2019,895.75,911.75,894.75,910.75,,,,,,,,,,,,,,,,,,,,
05/29/2019,912.25,942.5,912.25,922.75,,,,,,,,,,,,,,,,,,,,
05/30/2019,921,937.25,916,937.25,,,,,,,,,,,,,,,,,,,,
05/31/2019,936.75,939.75,927,928,,,,,,,,,,,,,,,,,,,,
06/03/2019,927,937,925,930,,,,,,,,,,,,,,,,,,,,
06/04/2019,939.75,943,932,934.5,,,,,,,,,,,,,,,,,,,,
06/05/2019,934,936.5,923.25,924.75,,,,,,,,,,,,,,,,,,,,
06/06/2019,924.5,926.75,913.75,923.5,,,,,,,,,,,,,,,,,,,,
06/07/2019,923,925.75,912.25,914.5,,,,,,,,,,,,,,,,,,,,
06/10/2019,912,924,907.75,918.5,,,,,,,,,,,,,,,,,,,,
06/11/2019,916.25,923,911.75,920,,,,,,,,,,,,,,,,,,,,
06/12/2019,918.75,937.5,913.5,934.25,,,,,,,,,,,,,,,,,,,,
06/13/2019,933.75,941.25,933.5,941,,,,,,,,,,,,,,,,,,,,
06/14/2019,940,947,938.25,946,,,,,,,,,,,,,,,,,,,,
06/17/2019,949,959.5,948.75,957,,,,,,,,,,,,,,,,,,,,
06/18/2019,961,963.75,950.25,957,,,,,,,,,,,,,,,,,,,,
06/19/2019,954,958.5,949.75,951.25,,,,,,,,,,,,,,,,,,,,
06/20/2019,950,965.25,945.5,964.5,,,,,,,,,,,,,,,,,,,,
06/21/2019,964,965.75,951.75,952,,,,,,,,,,,,,,,,,,,,
06/24/2019,950.25,959.25,949,957.25,,,,,,,,,,,,,,,,,,,,
06/25/2019,961.5,962.5,946.5,949.5,,,,,,,,,,,,,,,,,,,,
06/26/2019,946.75,948,940.5,942,,,,,,,,,,,,,,,,,,,,
06/27/2019,941,944.75,934.5,938.75,,,,,,,,,,,,,,,,,,,,
06/28/2019,938.75,954.75,938,947.75,,,,,,,,,,,,,,,,,,,,
07/01/2019,951.25,955.75,935.25,936.5,,,,,,,,,,,,,,,,,,,,
07/02/2019,937.5,941,928,928.5,,,,,,,,,,,,,,,,,,,,
07/03/2019,929,938,926.25,938,,,,,,,,,,,,,,,,,,,,
07/05/2019,934.75,936.5,923.25,924.75,,,,,,,,,,,,,,,,,,,,
07/08/2019,930.75,931.75,921.75,927.75,,,,,,,,,,,,,,,,,,,,
07/09/2019,928,935,920.5,934.75,,,,,,,,,,,,,,,,,,,,
07/10/2019,934.5,943,930.25,942.5,,,,,,,,,,,,,,,,,,,,
07/11/2019,943.5,946.75,935,946.5,,,,,,,,,,,,,,,,,,,,
07/12/2019,946.5,959,942.5,958.5,,,,,,,,,,,,,,,,,,,,
07/15/2019,957,962.75,947,948.5,,,,,,,,,,,,,,,,,,,,
07/16/2019,944.75,946,932.75,936,,,,,,,,,,,,,,,,,,,,
07/17/2019,934.75,941.75,930,931,,,,,,,,,,,,,,,,,,,,
07/18/2019,928.75,933.5,924.5,930,,,,,,,,,,,,,,,,,,,,
07/19/2019,930.25,952.25,928.75,948.75,,,,,,,,,,,,,,,,,,,,
07/22/2019,948.75,950.75,936,937,,,,,,,,,,,,,,,,,,,,
07/23/2019,937,940.5,930,935.25,,,,,,,,,,,,,,,,,,,,
07/24/2019,935.75,943.75,933.25,940.5,,,,,,,,,,,,,,,,,,,,
07/25/2019,940.25,945,932,934.5,,,,,,,,,,,,,,,,,,,,
07/26/2019,934.5,940,933.25,935.75,,,,,,,,,,,,,,,,,,,,
07/29/2019,935.25,943.25,934,939,,,,,,,,,,,,,,,,,,,,
07/30/2019,939,940,925,933.25,,,,,,,,,,,,,,,,,,,,
07/31/2019,931.75,936,919.25,920.5,,,,,,,,,,,,,,,,,,,,
08/01/2019,918.25,920.25,899.25,903.5,,,,,,,,,,,,,,,,,,,,
08/02/2019,906.25,909.5,901.5,905.75,,,,,,,,,,,,,,,,,,,,
08/05/2019,907.75,910.5,892.75,905.25,,,,,,,,,,,,,,,,,,,,
08/06/2019,903,908.5,901.25,902,,,,,,,,,,,,,,,,,,,,
08/07/2019,902.75,905.25,898.5,903,,,,,,,,,,,,,,,,,,,,
08/08/2019,903.5,919.5,901.25,918.5,,,,,,,,,,,,,,,,,,,,
08/09/2019,919,929.25,917.25,927,,,,,,,,,,,,,,,,,,,,
08/12/2019,925,926.75,913.25,917,,,,,,,,,,,,,,,,,,,,
08/13/2019,915.5,933.25,913.5,925.25,,,,,,,,,,,,,,,,,,,,
08/14/2019,926.25,929.25,914,915,,,,,,,,,,,,,,,,,,,,
08/15/2019,915.25,920.75,907.75,908.25,,,,,,,,,,,,,,,,,,,,
08/16/2019,910.25,918,908.75,917.5,,,,,,,,,,,,,,,,,,,,
08/19/2019,912.75,915.25,903.5,905.5,,,,,,,,,,,,,,,,,,,,
08/20/2019,906.5,913.25,904.75,906.75,,,,,,,,,,,,,,,,,,,,
08/21/2019,906.75,914.5,905.5,911.75,,,,,,,,,,,,,,,,,,,,
08/22/2019,912.5,920,905.75,907,,,,,,,,,,,,,,,,,,,,
08/23/2019,907.25,910,895.5,897.25,,,,,,,,,,,,,,,,,,,,
08/26/2019,895.75,909,895.75,904.25,,,,,,,,,,,,,,,,,,,,
08/27/2019,903,903,894.75,897.25,,,,,,,,,,,,,,,,,,,,
08/28/2019,897.25,904.75,890.75,902.75,,,,,,,,,,,,,,,,,,,,
08/29/2019,902.75,907.75,902.5,904.75,,,,,,,,,,,,,,,,,,,,
08/30/2019,904,913.25,903,904.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
